RID,Age,Gender,Stream,Internships,Btech_CGPA,SSLC_Percentage,PUC_Percentage,Hostel,HistoryOfBacklogs,PlacedOrNot,Salary
A38I2P244NDB5R,20,Male,Electrical,1,6,81,78,0,0,1,350000
A1QWS4SUVKGU00,22,Female,Computer Science,3,6,86,79,1,0,1,287000
A29Q0AGQ3FYADH,21,Male,Electrical,0,7,83,76,0,0,0,
A2M687HYOW9JFW,20,Male,Computer Science,0,8,82,81,0,1,1,250000
A22J92A80WI059,19,Male,Information Technology,2,8,81,68,0,0,1,278000
A3VY8G2W22S7DV,22,Male,Electronics And Communication,1,6,80,70,0,0,0,
A1CO6EUUT6BSGU,22,Male,Information Technology,0,7,68,71,0,0,1,260000
A3I93LKN51G8YX,20,Male,Mechanical,0,6,70,76,1,1,0,
A102TGNH1D915Z,20,Male,Mechanical,0,7,71,70,1,0,0,
A2FKNAOSP2965J,21,Male,Computer Science,0,8,76,75,0,0,1,320000
A26DU6Y0SI3S9W,22,Male,Civil,0,8,70,74,0,0,1,240000
A1HJ0ED9N86W3H,22,Male,Computer Science,1,8,75,73,0,0,1,411000
A207Q8PHZ68WRV,19,Male,Civil,1,6,74,78,0,0,0,
A2OKHXW9UGZQ73,22,Male,Electrical,0,8,73,79,0,0,1,300000
A1LQ6AD28Q9GI0,21,Male,Electronics And Communication,0,6,78,76,0,0,0,
A3PPFW1RHMAULY,20,Male,Electrical,0,6,79,88,0,0,0,
AILAHGJ0LY6RO,20,Male,Electronics And Communication,1,8,76,81,0,0,1,200000
ANUXOE43OCIM2,22,Male,Computer Science,1,6,81,86,0,0,1,275000
A1HLP1ZEW5GCEO,19,Male,Computer Science,0,8,88,83,0,0,1,250000
A1GZ096EPYS6FS,19,Male,Mechanical,0,8,81,82,1,1,1,204000
A102TGNH1D915Z,20,Male,Information Technology,1,6,86,81,0,1,0,
AQFH1SC490RW7,19,Female,Information Technology,1,6,83,80,0,0,0,
A1BIY7DN9HZA5D,21,Male,Electrical,0,6,82,68,0,0,0,
A2GK2NODLRSUIB,21,Female,Mechanical,1,6,81,70,0,0,0,
A2ECRHS0B46P6,22,Male,Mechanical,0,8,80,71,0,0,1,450000
A2OYGD3W1AZEB9,21,Male,Computer Science,1,8,76,76,0,0,1,450000
A22J92A80WI059,19,Female,Electronics And Communication,1,8,71,70,0,1,1,216000
AUL0VVTF24Q2I,19,Male,Electronics And Communication,0,7,78,75,0,0,1,220000
A382BQ134SLRAB,21,Male,Electronics And Communication,0,8,69,74,0,0,1,240000
A3VY8G2W22S7DV,21,Male,Civil,1,6,68,73,0,0,0,
AXD9FRJJDYVMY,19,Male,Mechanical,1,8,76,78,1,1,1,268000
A2OSNDRSHX7PYW,20,Male,Electronics And Communication,1,7,78,79,0,0,1,265000
A3E7MKBGI3UTVW,19,Male,Mechanical,0,7,79,76,1,0,0,
A3MKRHXADWES1Z,19,Male,Civil,0,8,91,81,1,1,1,300000
ABBQNOK1V3521,19,Male,Mechanical,0,7,67,88,0,0,0,
ABNCD4NIQVQRK,19,Male,Information Technology,0,6,73,81,0,0,0,
A1VNYHUA1XBJZ8,19,Male,Electrical,2,7,78,86,0,0,1,240000
AACCXPYF5BAVQ,20,Female,Computer Science,0,7,79,83,1,0,0,
A2GGBFHIDJ5NYM,22,Female,Civil,1,6,76,82,0,0,0,
A33UWJ6W34NO6C,19,Male,Civil,1,6,81,81,0,0,1,275000
A29A37U6PN72GJ,20,Male,Computer Science,1,7,68,80,0,0,1,325000
A2PEZVE3K9XUQC,22,Male,Information Technology,1,6,70,76,0,0,1,275000
A1812EQC6BE4DR,19,Male,Computer Science,0,7,71,71,0,1,1,360000
A1OWK80YIEFWOD,19,Female,Electrical,0,7,76,78,0,0,0,
A364RY7ASYMBIC,22,Male,Computer Science,1,7,70,69,0,0,0,
A2NUSN0QI9HPOA,21,Male,Civil,0,8,75,68,0,0,1,218000
A73JJFVS9RIUY,20,Male,Civil,1,8,74,76,0,0,1,336000
A3GTL2TDZWP61Z,21,Male,Electronics And Communication,2,8,73,78,0,0,1,325000
AOVROBZ8BNTP7,20,Female,Computer Science,0,6,78,79,1,1,0,
A1YVCII86YPPPU,21,Male,Electrical,1,7,79,91,0,0,1,500000
A2BI1LP49P2HL5,22,Male,Computer Science,1,7,76,67,0,0,0,
A39XAXOXLQODNC,22,Female,Information Technology,3,6,81,73,1,1,0,
A1VKAY0XWLA2CY,20,Male,Computer Science,2,7,88,78,0,0,1,240000
A3SOJ4VNO8DT1A,20,Male,Computer Science,2,6,81,79,0,0,1,300000
AQMNL7ZFOTTO7,19,Male,Mechanical,1,6,86,76,1,1,0,
A102XGOTZZZ9C2,22,Male,Information Technology,1,8,83,81,1,0,1,300000
AQIEEYMI8PSZI,22,Male,Mechanical,0,8,82,68,0,0,1,300000
A23277VDHPJ7LL,22,Female,Electronics And Communication,1,7,81,70,1,0,0,
A1WJ1XH94Q7FK3,20,Male,Electrical,0,8,80,71,0,1,1,220000
A90L8ZSD1UXIZ,21,Male,Information Technology,1,8,76,76,1,0,1,315000
A34GD68ANO5QGF,21,Male,Computer Science,0,6,71,70,0,0,0,
A1KXYXRO64ZQHA,21,Male,Information Technology,0,6,78,75,0,0,0,
A10BC14POM90PA,21,Male,Information Technology,0,8,69,74,0,0,1,300000
AQFJCP9M5NJK3,20,Female,Civil,1,6,68,73,0,1,0,
A25WX6SVPQHRHE,19,Male,Information Technology,0,7,76,78,0,0,0,
A3G6YBIMKBESCW,20,Female,Information Technology,0,6,78,81,0,0,0,
A3OWC1MGMKG1YS,22,Male,Mechanical,1,8,79,88,1,0,1,260000
A2ABJYC17LIYR0,22,Female,Electrical,0,7,91,81,0,0,0,
A39IWHJKHQGWA8,21,Male,Information Technology,1,7,67,86,0,0,0,
A2MP5ALLQKSQSA,19,Female,Electrical,1,7,70,83,0,0,1,275000
A2Q3L82GRZWUKP,19,Female,Electronics And Communication,0,6,71,82,0,0,0,
ATUEBTEBQOGKN,19,Male,Information Technology,1,7,76,81,0,0,0,
A68CSKRK4XJBX,20,Female,Computer Science,1,8,70,80,1,0,1,380000
A8LGMJXETBDU6,20,Male,Information Technology,1,7,75,68,0,0,0,
AJV2QY96IVPVM,22,Female,Electronics And Communication,1,7,74,70,0,0,0,
AJ2AYIBS59DHU,20,Male,Civil,0,7,73,71,0,0,0,
ABLFCJY1YQPA6,20,Male,Electronics And Communication,1,6,78,76,0,0,0,
AHYK4NJC5CPNO,21,Female,Information Technology,0,6,79,70,0,0,0,
A3MNAQZ8DQQTAD,21,Male,Information Technology,0,7,76,75,0,0,0,
A14XDQC2D0PBEG,20,Female,Electronics And Communication,0,7,81,74,0,0,1,200000
ADJDGIRNBYSDZ,19,Male,Electrical,2,7,88,73,0,1,1,300000
A2C57HRV5XGO3S,21,Male,Information Technology,0,8,81,78,0,0,1,300000
A31NBE289O9TJL,21,Male,Computer Science,1,6,86,79,0,0,0,
A1GIE4ZMSQP9BL,20,Male,Civil,0,8,83,76,0,0,1,250000
A1F7PAP88VA5M0,22,Male,Civil,1,7,82,81,0,0,0,
A2AF6T9NC8PA1I,20,Male,Information Technology,0,6,81,88,0,0,0,
A3HPCRD9RX351S,19,Male,Electrical,0,6,80,81,0,0,0,
A3HPCRD9RX351S,22,Male,Civil,0,7,76,86,0,0,0,
A4F7G24ORPOTW,21,Male,Civil,0,7,71,83,0,0,0,
A3S2IJMBXI7K6X,22,Male,Information Technology,0,7,78,82,0,0,0,
A2AOPMBTAXUWVE,19,Male,Electrical,0,8,69,81,0,0,1,276000
AJ75AVZW6ZDCE,21,Male,Information Technology,1,8,68,80,0,0,1,940000
A36QCEV3RAI6I2,21,Male,Electronics And Communication,1,7,76,76,0,1,1,240000
A1MVQ241XL5E4N,22,Female,Computer Science,2,8,78,71,1,0,1,250000
A313CF7C9CC6HK,22,Male,Computer Science,0,8,79,78,0,0,1,236000
A3VEL1LZ4C4BEO,19,Male,Electrical,1,7,91,69,0,1,1,240000
A1SYJ0JI4QQGVZ,20,Male,Computer Science,1,7,67,68,0,0,0,
A3FI3UH5M3VYEP,20,Male,Electronics And Communication,1,6,73,76,0,0,0,
A1V5XPD7J7HVF8,19,Male,Civil,1,8,78,78,0,0,1,210000
A1GSIVSJIT3QY3,22,Male,Computer Science,0,6,79,79,0,0,0,
A18JO5WSNHXVOS,20,Male,Electronics And Communication,0,6,76,91,0,0,0,
A3AGKFF8HIDYUD,22,Male,Mechanical,0,6,81,67,1,0,0,
A2VX99RIUGBJPY,21,Male,Information Technology,0,7,88,73,0,0,0,
A2CE6Z4DX4K6DG,21,Female,Electronics And Communication,0,7,81,78,0,0,0,
A1XZF9Y0O61CMH,20,Male,Electronics And Communication,0,8,86,79,0,1,1,300000
A2T4WR29EG7O7G,20,Female,Electronics And Communication,2,8,83,76,0,0,1,250000
A2JT0X3G7KPL86,22,Female,Computer Science,1,7,82,81,1,0,0,
A3NTKHZEGLVC0G,22,Female,Mechanical,1,6,81,68,1,0,0,
A1FFKT4NEFW0P0,19,Male,Electronics And Communication,0,7,80,70,0,0,0,
A192TSWNUK1F80,22,Female,Electronics And Communication,0,8,68,71,0,0,1,225000
A1CLJCJ63RHI71,19,Male,Electrical,1,6,70,76,0,0,0,
A32IPG5KW84G6S,20,Male,Computer Science,2,7,71,70,0,0,1,220000
A2BIJMB2BITQUM,19,Female,Computer Science,1,7,76,75,1,0,0,
A1H7DPQRTC8HGW,21,Male,Mechanical,0,8,70,74,1,0,1,275000
A17BNXSBGMUO1Z,22,Male,Computer Science,1,6,75,73,0,0,0,
A3IUM4F9VVW70I,19,Male,Mechanical,1,6,74,78,1,0,0,
ABYBYIBFZSL86,20,Male,Electrical,0,6,73,81,0,0,0,
A3M5PWA1X22P3R,29,Female,Mechanical,1,8,78,80,1,0,1,400000
A2ZE7EN8QQY8CE,20,Male,Information Technology,1,6,79,76,0,0,0,
A311FRP5Y7Q5D5,20,Male,Information Technology,0,6,76,71,0,0,0,
A2XK5OLQSAEZX6,20,Male,Information Technology,1,6,81,78,0,0,0,
A3RQOY3GLTOEKZ,20,Male,Electronics And Communication,0,6,88,69,0,0,0,
A3NN3UJXKVHQR1,22,Male,Civil,1,8,81,68,0,0,1,690000
A3N8RB943DMSH7,19,Male,Computer Science,0,6,86,76,0,0,0,
A1QJ07SA2YOGXX,20,Male,Electronics And Communication,1,6,83,78,0,0,0,
AK4N0YNS53FZ5,19,Male,Information Technology,0,7,82,79,0,0,0,
A3TUVMJE5D3LFT,20,Male,Electrical,0,6,81,91,0,0,0,
A2JNB05GG5MXA9,19,Female,Computer Science,0,8,80,67,1,0,1,350000
A1UACOLNQ69A1K,20,Male,Information Technology,0,8,76,73,0,1,1,255000
A2E6OEJPW4X0DD,19,Male,Information Technology,2,7,71,78,0,0,1,300000
A1CIEUX9OZUBWG,22,Female,Civil,1,6,78,91,0,0,0,
A1GQAKL9CGQLP1,22,Male,Civil,1,6,69,67,0,0,0,
A3A5D22CNAAIOY,19,Male,Electrical,0,8,68,68,0,0,1,300000
A106IIYVGK9GQV,21,Male,Electrical,0,8,76,69,0,0,1,350000
A1QZXEA5FDBQKN,22,Female,Information Technology,0,6,78,68,0,0,0,
A3CCNKJ8CN36H0,20,Male,Electronics And Communication,1,7,79,70,0,0,0,
AXI1D8JVB9YGX,21,Male,Computer Science,2,7,91,71,0,0,1,250000
AVU1ILDDYW301,19,Male,Information Technology,2,8,67,76,0,0,1,350000
A3I36VZTA88BY9,22,Female,Information Technology,1,7,73,70,0,0,0,
A3EO84EI9NG3GH,21,Male,Electronics And Communication,0,7,78,75,0,0,1,240000
A3O884R7PWY79M,19,Male,Information Technology,1,8,79,74,0,0,1,320000
A2SHZMQIIFYYGW,21,Male,Computer Science,1,6,76,73,0,0,0,
A3D0DX2FVJUEW5,21,Male,Electronics And Communication,1,8,81,78,0,1,1,350000
A2NWKDC0H1SOH9,21,Male,Computer Science,0,7,68,79,0,1,0,
A2R2JRN6T61W2C,20,Male,Civil,0,7,70,76,1,0,0,
A243T06IKDPXD1,21,Female,Information Technology,0,8,71,81,0,0,1,325000
A2G5MFKWMJLAAF,20,Male,Computer Science,0,6,76,88,0,0,0,
A3VL5P07SVL6BE,19,Female,Electrical,1,7,70,81,0,0,1,500000
A1JD44CXZAE1CS,22,Male,Civil,0,8,75,86,1,0,1,220000
AK5LUYO0MMBVV,19,Male,Computer Science,0,7,74,83,0,1,0,
A3LM8I6LDO03JB,20,Male,Computer Science,0,8,73,82,0,0,1,350000
A2MVKS5Y9QAYLI,20,Female,Mechanical,1,7,78,81,0,0,0,
A3GTO3FPT848I4,22,Female,Computer Science,1,8,79,80,1,0,1,265000
A1GUJ2JRXNWKTY,22,Male,Information Technology,0,6,76,76,0,0,0,
A3C00N4UHA5XYX,19,Male,Computer Science,1,8,88,71,0,0,1,375000
A2ETT9SL9AN39O,20,Female,Electrical,3,6,81,78,0,1,0,
ACRUBOBDU1G04,20,Male,Civil,0,8,86,69,1,0,1,320000
A2DSNJCYTQQDR5,19,Male,Mechanical,1,7,83,68,1,0,0,
A1Z86GS9B9DPB2,22,Male,Computer Science,1,6,82,76,0,0,0,
AE7QNIKNSY6SI,19,Male,Mechanical,1,8,81,78,1,0,1,280000
A3G6BQU6ZMVM78,21,Male,Electrical,1,6,80,79,0,0,0,
A2J5R7HCNQ7A64,21,Male,Mechanical,0,8,68,91,1,0,1,375000
A2L3A4NG6X7XYD,20,Male,Computer Science,0,6,70,67,0,0,0,
ANWEO765G1D49,20,Male,Mechanical,1,6,71,73,1,0,0,
A3G0WD0BSK23S0,20,Male,Computer Science,1,8,76,78,0,0,1,270000
A21ZSSMN4OI30S,20,Male,Mechanical,2,6,70,79,1,0,1,300000
A1ONA17F6OFFKR,20,Male,Computer Science,0,7,75,76,0,1,0,
A2Y07GEG5LMOIO,20,Male,Computer Science,0,6,74,81,0,0,0,
AKR6RFMNJOG0R,20,Male,Computer Science,0,6,73,88,0,0,0,
A32QH9LG6WC4W3,21,Male,Computer Science,1,8,78,81,0,0,1,260000
A2I3PNA22H1V2W,20,Male,Electronics And Communication,1,6,79,86,1,1,0,
AF8AD9NFSF60A,20,Female,Civil,1,7,76,83,0,0,0,
ABNFGSEMAMMDO,19,Male,Electronics And Communication,1,7,81,82,0,0,1,300000
AYAGACDBOXIYX,19,Female,Electronics And Communication,0,8,88,81,0,0,1,350000
A3VRRYINZUD8NY,19,Male,Electronics And Communication,1,7,81,80,0,1,0,
A3SWAS215FVAOS,21,Female,Information Technology,0,6,86,76,0,0,0,
A3UUPXM35QVIGP,22,Male,Electrical,1,7,83,71,1,1,0,
A22G4LL8CHIQEA,22,Male,Mechanical,1,6,82,78,1,0,0,
A1YTGQ8143H4YK,21,Male,Mechanical,0,6,81,69,1,1,0,
A4QK64Z3GFOEB,20,Male,Information Technology,0,7,80,68,0,1,0,
A2O95B78MRK0AU,22,Male,Mechanical,1,7,76,67,1,0,0,
AM2Q9XWQV7VXZ,22,Male,Civil,0,8,71,68,1,0,1,216000
A24ZV048V7J0MT,22,Female,Electronics And Communication,0,6,78,69,0,0,0,
A8GP8M3F69GCS,19,Male,Mechanical,0,7,69,68,1,0,0,
A35LT14WG5BX0T,22,Male,Electronics And Communication,1,6,68,70,0,0,0,
A1VBTF2T0DSI51,19,Male,Civil,0,6,76,71,0,0,0,
A2I2X57GERB4QA,22,Male,Information Technology,2,8,78,76,0,0,1,405000
A36WGHR8TO5DKT,20,Male,Computer Science,1,8,79,70,0,0,1,503000
A2WLXWHCM2C6EN,20,Male,Electronics And Communication,0,6,91,75,0,0,0,
AZV26LP92E6WU,19,Male,Civil,1,7,67,74,0,0,0,
AAHT52VAER253,22,Male,Information Technology,0,8,73,73,0,1,1,375000
AGCH04PIIA842,21,Male,Electrical,1,8,78,78,0,0,1,275000
A3RUMVZZ7W2E2S,21,Male,Civil,0,7,79,79,0,1,0,
A1IUL785XKEAD,22,Male,Mechanical,0,6,76,76,1,1,0,
AYB4ELCS5AM8P,20,Male,Information Technology,0,8,81,81,0,0,1,550000
A1NV4SWU2AVYGP,19,Female,Mechanical,1,6,68,88,1,0,0,
A26WX44IPN1M9T,22,Female,Computer Science,2,7,70,81,1,0,0,
ABDCYK04CL6O4,22,Male,Mechanical,0,6,71,86,1,0,0,
A1ED84P4RIOJ2Z,20,Male,Civil,0,6,76,83,0,0,0,
A3G7M77IKGD1B7,20,Male,Computer Science,1,7,70,82,0,0,0,
AP7DPHSPCHTH9,21,Male,Computer Science,2,6,75,81,0,0,1,280000
A3FDYWEMVDPAY5,20,Male,Computer Science,0,7,74,80,0,0,0,
A652M5542RK3D,19,Male,Computer Science,1,8,73,76,0,0,1,320000
A2UXZLAMZ5UBQC,21,Male,Electrical,1,6,78,71,0,0,0,
A2QRGYTNS22Z56,22,Male,Mechanical,0,6,81,78,1,0,0,
A2LJMEZ6B6KPPN,21,Male,Electrical,0,7,88,69,1,0,0,
A26YDH44QHGU59,22,Male,Electronics And Communication,0,8,81,68,0,0,1,300000
A3H4E0G6KG60UF,21,Male,Electrical,0,7,86,76,0,0,0,
A36L8XMWN7V79I,22,Male,Electronics And Communication,1,6,83,78,0,0,0,
A3G3UM73ZUKZ99,20,Male,Mechanical,1,8,82,79,1,0,1,250000
A1BS8Y076W0PL6,21,Male,Computer Science,1,6,81,91,0,0,0,
A25YEE6PO9JKWD,20,Male,Civil,1,8,80,67,0,0,1,
A3E488DVY353V,22,Male,Civil,0,6,68,73,0,0,0,
A2ITHXFJRKVX02,21,Male,Computer Science,0,8,70,78,0,1,1,300000
A8FZ0BTJO5OT,21,Male,Civil,0,6,71,79,1,0,0,
A7J4XWOGBHXQL,19,Male,Computer Science,1,6,76,76,0,0,0,
A2LA8PAI92PIWK,22,Male,Civil,0,6,70,81,1,0,0,
ABNRB69QRBG4R,19,Male,Civil,1,8,75,88,0,0,1,210000
A3H6KAIR0OMB60,21,Male,Computer Science,1,6,74,81,0,0,0,
A31YOYPTAOGPUG,20,Male,Computer Science,1,7,73,86,0,0,0,
A5QS0M2S09HSI,19,Male,Electrical,0,8,78,83,0,1,1,300000
A2U6YMMOIHW73M,20,Male,Information Technology,1,8,79,82,0,0,1,210000
ASPL0SF3VVEZH,20,Male,Computer Science,1,6,76,81,0,0,0,
A2H0T0PY5IMEFX,22,Male,Mechanical,0,8,81,80,0,0,1,400000
AT0E6UBVJMJ6W,19,Male,Electronics And Communication,1,8,88,67,0,0,1,275000
A25M53WV1RCYNG,19,Male,Civil,0,6,81,68,0,0,0,
A3VYKXHQDICC6,19,Male,Civil,0,8,86,69,1,1,1,204000
A2D7X9N3IV3S7B,20,Male,Mechanical,0,8,83,68,1,0,1,405000
AVL5IDEE8YA3D,19,Male,Electronics And Communication,0,8,82,70,0,0,1,503000
A14MSHFCXPARFS,22,Male,Information Technology,0,6,81,71,0,0,0,
A6EF8MTYGLXDT,28,Male,Computer Science,0,6,80,76,0,0,1,425000
A2FTGWMYLP4M8U,22,Male,Computer Science,1,7,76,70,0,0,0,
A1NBNEIPXQ8I8T,22,Male,Information Technology,0,6,71,75,0,0,0,
A1V07MJS8XVJXD,19,Male,Electronics And Communication,1,6,78,74,1,0,0,
A2CIIBJ8X7G75K,19,Male,Computer Science,1,7,69,73,0,0,0,
A36T0V2XO1Z9OU,21,Male,Computer Science,0,7,68,78,0,0,0,
A1GGATN5TGXQ5,22,Male,Mechanical,1,6,76,79,0,0,0,
A3HOBP97RKKY0M,20,Male,Electronics And Communication,1,7,78,76,0,0,0,
A2UQIQUOAB47OT,19,Male,Mechanical,0,8,79,81,1,0,1,252000
A9LAPV8XNKZVZ,22,Male,Civil,0,7,91,88,0,0,0,
A1TRAEV7QWA5DX,21,Male,Electrical,0,8,67,81,0,0,1,280000
A1MKPMJPD22YY,20,Male,Mechanical,0,7,73,86,1,1,0,
A2TC8FD170FC2Q,19,Male,Mechanical,1,8,78,83,1,0,1,210000
A2D965KGO5VDXR,21,Male,Information Technology,1,6,79,82,0,0,0,
A21RGRLG6PKTMF,19,Male,Mechanical,1,8,76,81,0,1,1,264000
A39OHQ3FCFZ074,19,Male,Computer Science,0,7,78,80,0,1,0,
A2DLMC7H3QPN2I,22,Male,Civil,1,6,79,76,1,0,0,
A1P3WE9ZTMWJB6,19,Female,Computer Science,1,6,91,71,1,0,0,
A396ZF1TVD623F,22,Male,Information Technology,1,8,67,78,0,0,1,275000
A2SM7GYCHMSEEW,19,Male,Electrical,2,8,68,69,0,1,1,250000
A6KD74S4IFB0V,21,Female,Mechanical,1,6,69,68,1,1,0,
A1TDQWFKUHI0G3,21,Male,Electrical,0,7,68,76,0,0,0,
A27QWNOXH7VOX5,20,Male,Electrical,0,8,70,78,0,1,1,265000
A37WMVOF3RVET,20,Male,Mechanical,1,8,71,79,1,0,1,300000
A1AJQUA9PEA90X,19,Male,Computer Science,2,6,76,91,0,0,1,210000
A1CRIZ7FCVX1HT,21,Male,Information Technology,0,6,70,67,0,1,0,
ALUV2YKWZENKK,22,Male,Information Technology,1,7,75,73,0,0,0,
A16RAMIXBUHVKV,22,Male,Civil,1,8,74,78,0,0,1,210000
A2AUZEQ4XUFVS6,21,Male,Computer Science,1,7,73,79,0,0,0,
A3KSMR8D6GDWAP,21,Male,Information Technology,0,7,78,76,0,0,0,
A23PBLHUOR6GNN,22,Female,Electronics And Communication,2,7,79,81,0,0,0,
A3E1N2J6DHGXL4,21,Male,Electrical,1,7,76,88,0,1,1,250000
ANOBZWKE25SBY,22,Male,Information Technology,0,6,81,81,0,1,0,
A11LNY2OLQSUSV,19,Male,Civil,0,6,88,86,1,0,0,
A2HC9549CZAKNN,21,Male,Electronics And Communication,1,6,81,83,1,1,0,
A1Q0Q6S0Z0V37Y,19,Female,Computer Science,1,7,86,82,1,0,0,
AN0N05A9LIJEQ,21,Male,Computer Science,0,6,83,81,0,1,0,
AE61FFT0GUD2G,20,Male,Information Technology,0,7,82,80,0,0,0,
A1X69RZ08LRNGL,20,Male,Electrical,0,7,81,68,1,0,0,
A37LNXZ3U8Z0PW,19,Male,Electronics And Communication,1,8,80,70,0,1,1,305000
AAWUXA65NDMYM,19,Male,Computer Science,1,6,76,71,0,0,0,
AAJB79DB0AIEL,21,Male,Civil,0,8,71,76,1,0,1,375000
A30J70Y1ORW6TA,22,Male,Electrical,3,7,78,70,0,0,0,
A3OCBH2WG85P4Z,21,Male,Electronics And Communication,0,8,69,75,0,1,1,340000
AE2MKYLMTYF21,22,Male,Computer Science,2,7,68,74,0,0,0,
A2VIUUWR7B11KS,22,Male,Electronics And Communication,1,6,76,73,0,0,0,
A12O5SEIF162P8,21,Male,Information Technology,0,6,78,78,0,0,0,
A36PFPY4O3E1DV,21,Male,Information Technology,0,6,79,79,0,0,0,
A375NF45A1MDWI,20,Male,Information Technology,0,6,91,76,0,0,0,
A1URMXEEWEQR6V,19,Male,Computer Science,0,6,67,81,0,1,0,
A3JTBJC5WSEZ7Q,21,Female,Electronics And Communication,0,7,73,88,0,0,0,
A1LVHR5OO45L5V,22,Male,Information Technology,0,7,78,81,0,1,0,
AC11GZAL5N99C,21,Male,Computer Science,0,7,79,86,0,1,0,
A25HYPL2XKQPZB,22,Male,Computer Science,2,6,76,83,0,0,1,250000
A3W4D8XOGLWUN5,20,Male,Information Technology,0,7,81,82,0,1,0,
A224KM22RQ5CD4,21,Male,Mechanical,0,8,88,81,1,0,1,300000
A2RMVKGPSIISC0,21,Female,Electrical,1,7,81,80,0,0,1,250000
A1NNT24UATVJ6G,20,Male,Electrical,2,7,86,76,0,0,1,250000
A2065HBMYDXJ1S,21,Male,Civil,0,8,83,71,1,0,1,210000
A2IMZNPSJGB2HQ,21,Male,Mechanical,0,8,82,78,1,0,1,250000
A2J8DE8R94ZB02,21,Male,Electrical,0,7,81,69,0,0,0,
A1TXPWO46J0PPQ,20,Male,Information Technology,0,8,80,68,0,1,1,250000
A3GMRYV7VAYK5Q,21,Male,Computer Science,0,7,76,76,0,0,0,
A3GMVCTJTHYG1F,20,Female,Computer Science,2,6,71,78,1,0,1,300000
A147FUNITGB21I,21,Male,Computer Science,1,6,78,79,0,0,0,
AG36DMYKO3HPM,21,Female,Electrical,0,8,69,91,0,0,1,276000
A1QK91G8NM5XI1,21,Male,Computer Science,0,7,68,67,0,0,0,
A3H11VW0L01A1T,21,Male,Civil,0,7,67,73,0,0,0,
AF3X7J0XC391L,20,Male,Civil,2,7,68,78,0,0,0,
A31YSTICHFYN7O,20,Female,Information Technology,0,6,69,79,0,0,0,
A1FVP6G8W3O8ZA,21,Male,Electronics And Communication,1,6,68,76,1,1,0,
AN0U0GNJJPEUR,20,Male,Information Technology,0,8,70,81,0,0,1,250000
APVK8GGSSUDCE,20,Male,Computer Science,1,8,71,68,0,0,1,350000
A5Q1FK0FWU7DH,21,Male,Civil,0,8,76,70,0,1,1,210000
A2VYSDQ4Q7B2TC,20,Male,Computer Science,2,6,70,71,0,0,1,250000
A215P85W653CZV,21,Female,Mechanical,1,8,75,76,1,0,1,400000
A1F9Z42CFF9IAY,20,Male,Civil,0,8,74,70,0,1,1,250000
A3Q9HY0LU7MN6E,20,Male,Computer Science,1,7,73,75,0,0,0,
AVR3F6VQYIMZW,21,Male,Mechanical,0,6,78,74,1,0,0,
A2POYXTGSPSW7O,20,Male,Mechanical,0,7,79,73,1,0,0,
AFJFXN42RZ3G2,20,Male,Electronics And Communication,1,6,76,78,0,1,0,
AIVZMEFEAGF3,20,Female,Computer Science,0,6,81,79,1,1,0,
A3IS8WRHXJUK50,20,Male,Mechanical,0,6,88,76,1,1,0,
A3S0XEPOFOCB5W,20,Male,Computer Science,1,8,81,81,0,0,1,425000
A3J3STMDXS95FX,20,Male,Civil,1,6,86,88,0,0,0,
A1AEPMPA12GUJ7,20,Male,Computer Science,0,8,83,81,0,0,1,250000
A383XURHVF8ON6,20,Male,Electronics And Communication,1,6,82,86,0,0,0,
A1LG1DKUZXGJ6J,21,Female,Information Technology,0,7,81,83,0,0,0,
A2BQWD54CXBX6R,20,Male,Electrical,1,7,80,82,0,0,1,425000
A1ZGXZW37JEZWH,21,Male,Mechanical,3,6,76,81,1,0,1,260000
A1S1YWNZEJPVAB,20,Male,Computer Science,0,7,71,80,0,0,0,
A32LA0HS2W8MT0,21,Female,Electronics And Communication,1,8,78,76,0,0,1,350000
A1KMG1AIUS00DC,21,Male,Electronics And Communication,1,7,69,71,0,1,1,400000
A2UKE7GIVC7XFW,21,Male,Mechanical,0,7,68,78,0,0,0,
A1Q4MNIUESQTBM,21,Female,Electronics And Communication,1,8,76,69,0,0,1,300000
ALBW2ZBS6Z2AY,20,Male,Civil,1,8,78,68,0,0,1,240000
A3CHMHGSJSQ02J,21,Male,Electronics And Communication,0,7,79,76,0,0,1,350000
A3F3B6HY9RJI04,20,Male,Civil,0,6,91,78,1,1,0,
A350HRB16YUX9P,21,Male,Information Technology,2,6,67,79,0,0,1,270000
AERBY54RWPSO9,20,Male,Information Technology,0,7,73,91,0,0,0,
AIREHOF22MIBM,20,Male,Electronics And Communication,0,6,78,67,0,0,0,
A3HAA7H8PBVM78,20,Male,Information Technology,0,6,79,73,0,0,0,
AGVDI7RLT24WJ,20,Male,Mechanical,1,6,76,78,1,0,0,
A1YZEKPPMXG1YJ,21,Male,Electronics And Communication,0,7,81,79,0,0,0,
A3LZA698SQPCXE,20,Male,Mechanical,3,8,88,76,1,0,1,300000
A32XGYDA14KT13,20,Male,Mechanical,0,7,81,81,1,0,0,
A17CEBYTEJMAB3,21,Male,Civil,1,6,86,70,0,0,0,
A1S8CN716KXCI5,20,Male,Information Technology,1,8,83,71,0,0,1,300000
AOKILQ6VBEE9H,21,Male,Computer Science,1,6,82,76,0,0,0,
A1P2XYD265YE21,21,Male,Computer Science,1,7,81,70,1,0,0,
